,index,Unnamed: 0,relatie_code,storing_idnummer,storing_melddatum,storing_medium,storing_materiaal,storing_type,storing_type_hulpstuk,storing_aanlegjaar,storing_wanddikte,storing_diameter,storing_bomen,storing_relining,storing_relining_jaar,storing_kathodische_bescherming,storing_pmax,storing_pdifference,storing_lengte_scheur,storing_grond_dekking,storing_verkeersdrempels,storing_drempelafstand,storing_verschijningsvorm,storing_bescherminginwendig,storing_soortoorzaak,storing_oorzaak1spontanestoring,storing_oorzaak2spontanestoring,storing_oorzaakinternebedrijfsvoering,storing_storendobject,Unnamed: 29,age_at_failure,construction_year_vs_graph_year
123,123,755,B,-,2010-04-28 00:00:00,-,MAT_AC,-,-,1968-01-01,14,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,42.32169746748802,52.0
124,124,1259,B,-,2010-07-02 00:00:00,-,MAT_AC,-,-,1935-01-01,,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,BUIS,,75.49897330595482,84.99931553730322
126,126,106,B,-,2010-01-15 00:00:00,-,MAT_AC,-,-,1967-01-01,,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,43.03901437371663,52.99931553730322
127,127,100,A,-,2010-01-14 00:00:00,-,MAT_AC,-,-,1960-01-01,12,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.03696098562629,60.0
131,131,1621,B,-,2010-08-01 00:00:00,-,MAT_ST,-,-,1965-01-01,,250.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,45.57973990417522,54.997946611909654
133,133,687,C,-,2010-04-19 00:00:00,-,MAT_GG,TYP_LMOF,-,1958-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,52.29568788501027,61.998631074606436
134,134,915,B,-,2010-05-25 00:00:00,-,MAT_PVCV,-,-,2008-01-01,,110.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,2.3956194387405887,12.0
135,135,1473,A,-,2010-07-16 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1952-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,58.53798767967146,68.0
139,139,2000,A,-,2010-09-22 00:00:00,-,MAT_AC,-,-,1960-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,50.724161533196444,60.0
141,141,2142,B,-,2010-10-12 00:00:00,-,MAT_AC,-,-,1964-01-01,4,100.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,46.77891854893908,56.0
142,142,1524,B,-,2010-07-19 00:00:00,-,MAT_ST,-,-,1951-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,59.54551676933607,68.99931553730322
143,143,2344,B,-,2010-11-07 00:00:00,-,MAT_AC,-,-,1965-01-01,27,300.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,45.84804928131417,54.997946611909654
144,144,87,A,-,2010-01-13 00:00:00,-,MAT_AC,-,-,1981-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,29.032169746748803,38.997946611909654
145,145,517,B,-,2010-03-22 00:00:00,-,MAT_AC,-,-,1960-01-01,,150.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,50.220396988364136,60.0
147,147,1142,B,-,2010-06-22 00:00:00,-,MAT_AC,-,-,1959-01-01,14,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,51.4715947980835,60.99931553730322
148,148,810,B,-,2010-05-06 00:00:00,-,MAT_PVCV,-,-,2007-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,3.3429158110882957,12.999315537303216
149,149,955,C,-,2010-05-31 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1971-01-01,6,188.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,39.4113620807666,48.99931553730322
150,150,1779,B,-,2010-08-25 00:00:00,-,MAT_AC,-,-,1960-01-01,,100.0,BOM_JA,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,50.64750171115674,60.0
151,151,1737,B,-,2010-08-19 00:00:00,-,MAT_ST,-,-,1928-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,82.63107460643396,92.0
152,152,1419,A,-,2010-07-14 00:00:00,-,MAT_PVC,-,-,1974-01-01,5.9,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,36.53114305270363,45.998631074606436
153,153,268,A,-,2010-02-07 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1951-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,59.10198494182067,68.99931553730322
155,155,1754,A,-,2010-08-20 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1961-01-01,,50.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,,,,VERB,,49.63175906913073,58.997946611909654
156,156,2012,A,-,2010-09-23 00:00:00,-,MAT_PE,-,-,1977-01-01,11.4,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,33.724845995893226,42.997946611909654
157,157,1731,B,-,2010-08-18 00:00:00,-,MAT_ST,-,-,1929-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,81.62628336755647,90.99794661190965
158,158,919,B,-,2010-05-25 00:00:00,-,MAT_ST,-,-,1958-01-01,10,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,52.394250513347025,61.998631074606436
160,160,1184,B,-,2010-06-26 00:00:00,-,MAT_AC,-,-,1982-01-01,,100.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,28.48186173853525,37.998631074606436
161,161,1266,B,-,2010-07-03 00:00:00,-,MAT_AC,-,-,1966-01-01,,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,44.50102669404517,53.998631074606436
162,162,2437,B,-,2010-11-19 00:00:00,-,MAT_AC,-,-,1979-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,31.88227241615332,40.99931553730322
165,165,625,A,-,2010-04-12 00:00:00,-,MAT_AC,-,-,1961-01-01,12,50.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,49.275838466803556,58.997946611909654
167,167,2195,B,-,2010-10-17 00:00:00,-,MAT_AC,-,-,1962-01-01,,150.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,48.79123887748118,57.998631074606436
169,169,1425,B,-,2010-07-15 00:00:00,-,MAT_ST,-,-,1957-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,53.53319644079398,62.997946611909654
170,170,1859,A,-,2010-09-02 00:00:00,-,MAT_AC,-,-,1935-01-01,12,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,75.66872005475702,84.99931553730322
172,172,2529,A,-,2010-11-30 00:00:00,-,MAT_GG,-,-,1978-01-01,9,100.0,BOM_JA,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,32.91170431211499,41.998631074606436
173,173,2407,A,-,2010-11-16 00:00:00,-,MAT_PE,-,-,1996-01-01,6.3,110.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,14.874743326488707,24.0
174,174,1895,B,-,2010-09-08 00:00:00,-,MAT_AC,-,-,1982-01-01,,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,28.684462696783026,37.998631074606436
175,175,642,C,-,2010-04-13 00:00:00,-,MAT_GG,TYP_LMOF,-,1958-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,52.27926078028747,61.998631074606436
177,177,1675,A,-,2010-08-09 00:00:00,-,MAT_AC,-,-,1969-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.60164271047228,50.997946611909654
178,178,311,A,-,2010-02-16 00:00:00,-,MAT_AC,-,-,1969-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.125256673511295,50.997946611909654
179,179,1676,A,-,2010-08-10 00:00:00,-,MAT_PE,-,-,1998-01-01,,50.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,,,,BUIS,,12.605065023956195,21.998631074606433
181,181,628,C,-,2010-04-12 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1972-01-01,4,118.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,38.27789185489391,48.0
182,182,2554,B,-,2010-12-02 00:00:00,-,MAT_ST,-,-,1969-01-01,,100.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,41.91649555099247,50.997946611909654
183,183,973,C,-,2010-06-02 00:00:00,-,MAT_NG,TYP_AND,-,1989-01-01,9,152.0,BOM_ONB,-,-1,BU_NG_ZI,-1,-1,-,-,-,-,-,BI_NG_CL,ORZ_SPONTAAN,,,,BUIS,,21.415468856947296,30.99794661190965
184,184,89,B,-,2010-01-13 00:00:00,-,MAT_GG,-,-,1968-01-01,,100.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,42.03422313483915,52.0
185,185,938,A,-,2010-05-27 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1988-01-01,,250.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,22.401095140314855,32.0
187,187,2537,C,-,2010-11-30 00:00:00,-,MAT_GG,TYP_LMOF,-,1937-01-01,10,125.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,73.91101984941821,82.99794661190965
188,188,650,B,-,2010-04-14 00:00:00,-,MAT_AC,-,-,1948-01-01,,150.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,,,,BUIS,,62.28336755646817,72.0
189,189,2431,A,-,2010-11-18 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1988-01-01,,250.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,22.88021902806297,32.0
190,190,263,A,-,2010-02-05 00:00:00,-,MAT_GG,-,-,1979-01-01,9.5,125.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_GEEN,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,31.096509240246405,40.99931553730322
191,191,2306,B,-,2010-11-02 00:00:00,-,MAT_AC,-,-,1959-01-01,,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,51.83572895277207,60.99931553730322
192,192,2687,B,-,2010-12-14 00:00:00,-,MAT_ST,-,-,1933-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,77.94934976043805,86.99794661190965
193,193,1053,A,-,2010-06-11 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1979-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,VERB,,31.44147843942505,40.99931553730322
194,194,1701,B,-,2010-08-12 00:00:00,-,MAT_AC,-,-,1973-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,37.609856262833674,46.997946611909654
195,195,1673,A,-,2010-08-09 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1965-01-01,,250.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,,,,VERB,,45.60164271047228,54.997946611909654
197,197,1492,B,-,2010-07-17 00:00:00,-,MAT_AC,-,-,1960-01-01,14,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,BUIS,,50.54072553045859,60.0
199,199,2599,C,-,2010-12-07 00:00:00,-,MAT_GG,TYP_LMOF,-,1927-01-01,11,152.0,BOM_ONB,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,83.9315537303217,92.99931553730322
200,200,139,A,-,2010-01-19 00:00:00,-,MAT_AC,-,-,1959-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,51.04996577686516,60.99931553730322
201,201,2665,A,-,2010-12-12 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1978-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,32.94455852156057,41.998631074606436
202,202,1927,C,-,2010-09-13 00:00:00,-,MAT_GG,TYP_LMOF,-,1954-01-01,10,150.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,56.69815195071869,65.99863107460644
204,204,2577,A,-,2010-12-05 00:00:00,-,MAT_GG,-,-,1951-01-01,9,100.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,,,,BUIS,,59.92607802874743,68.99931553730322
205,205,2557,C,-,2010-12-03 00:00:00,-,MAT_PE_AND,TYP_AND,-,2009-01-01,7,49.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,1.919233401779603,10.99794661190965
206,206,96,A,-,2010-01-14 00:00:00,-,MAT_GG,-,-,1932-01-01,10,150.0,BOM_NEE,-,-1,BU_GG_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,BI_GG_ONB,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,78.03696098562628,88.0
207,207,2132,C,-,2010-10-11 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,2005-01-01,5,151.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,5.774127310061601,14.99794661190965
208,208,305,A,-,2010-02-15 00:00:00,-,MAT_AC,-,-,1967-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,43.123887748117724,52.99931553730322
209,209,1153,A,-,2010-06-23 00:00:00,-,MAT_AC,-,-,1980-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,BUIS,,30.47501711156742,40.0
210,210,1872,A,-,2010-09-04 00:00:00,-,MAT_AC,-,-,1964-01-01,12,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,46.67488021902806,56.0
211,211,337,B,-,2010-02-19 00:00:00,-,MAT_AC,-,-,1972-01-01,,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,38.13552361396304,48.0
212,212,1862,A,-,2010-09-03 00:00:00,-,MAT_AC,-,-,1954-01-01,12,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,56.67077344284736,65.99863107460644
213,213,1620,B,-,2010-08-01 00:00:00,-,MAT_ST,-,-,1964-01-01,,200.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,,,,BUIS,,46.58179329226557,56.0
215,215,1330,B,-,2010-07-09 00:00:00,-,MAT_ST,-,-,1966-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,44.51745379876797,53.998631074606436
216,216,476,A,-,2010-03-15 00:00:00,-,MAT_PVC,-,-,1965-01-01,,25.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,45.19917864476386,54.997946611909654
219,219,858,A,-,2010-05-13 00:00:00,-,MAT_AC,-,-,1954-01-01,15,150.0,BOM_NEE,-,-1,BU_AC_ONB,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,56.36139630390144,65.99863107460644
220,220,617,A,-,2010-04-09 00:00:00,-,MAT_AC,-,-,1971-01-01,12,100.0,BOM_JA,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,39.26899383983573,48.99931553730322
221,221,829,A,-,2010-05-10 00:00:00,-,MAT_AC,-,-,1988-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,22.354551676933607,32.0
223,223,2022,C,-,2010-09-27 00:00:00,-,MAT_PE_AND,TYP_AND,-,2011-01-01,7,49.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,-0.26283367556468173,8.999315537303216
224,224,1516,B,-,2010-07-19 00:00:00,-,MAT_AC,-,-,1969-01-01,,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,41.544147843942504,50.997946611909654
226,226,270,A,-,2010-02-08 00:00:00,-,MAT_AC,TYP_AND,-,1967-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,43.1047227926078,52.99931553730322
227,227,304,A,-,2010-02-15 00:00:00,-,MAT_AC,-,-,1985-01-01,12,100.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,BUIS,,25.12251882272416,34.997946611909654
229,229,393,B,-,2010-03-02 00:00:00,-,MAT_PVC,-,-,1974-01-01,3,110.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,36.16427104722793,45.998631074606436
230,230,657,A,-,2010-04-15 00:00:00,-,MAT_PVC,-,-,1975-01-01,7.3,250.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,35.285420944558524,44.99931553730322
231,231,2699,B,-,2010-12-16 00:00:00,-,MAT_AC,-,-,1958-01-01,14,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,52.955509924709105,61.998631074606436
232,232,1606,C,-,2010-07-30 00:00:00,-,MAT_PVC,TYP_TRV_STEEK,-,1982-01-01,6,188.0,BOM_ONB,-,-1,-,-1,-1,-,-,-,-,-,-,ORZ_SPONTAAN,,,,BUIS,,28.57494866529774,37.998631074606436
233,233,1968,B,-,2010-09-19 00:00:00,-,MAT_AC,-,-,1964-01-01,,125.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_LENGTES,-,ORZ_SPONTAAN,,,,BUIS,,46.71594798083505,56.0
235,235,1464,B,-,2010-07-15 00:00:00,-,MAT_AC,-,-,1960-01-01,,100.0,BOM_JA,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_AND,-,ORZ_SPONTAAN,,,,BUIS,,50.535249828884325,60.0
236,236,1294,B,-,2010-07-06 00:00:00,-,MAT_ST,-,-,1962-01-01,,80.0,BOM_NEE,-,-1,BU_ST_BIT,-1,-1,-,-,-,-,BUIS_PUNTLEK,BI_ST_ONB,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,48.50924024640657,57.998631074606436
237,237,169,A,-,2010-01-22 00:00:00,-,MAT_PVC,TYP_NTRV_STEEK,-,1988-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,22.05886379192334,32.0
238,238,197,A,-,2010-01-27 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1959-01-01,,100.0,BOM_JA,-,-1,-,-1,-1,-,-,-,-,VERB_AFD,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,51.07186858316222,60.99931553730322
239,239,220,C,-,2010-01-30 00:00:00,-,MAT_GG,TYP_LMOF,-,1960-01-01,9,100.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,50.0807665982204,60.0
241,241,1291,C,-,2010-07-06 00:00:00,-,MAT_GG,TYP_LMOF,-,1961-01-01,9,100.0,BOM_ONB,-,-1,BU_GG_BIT,-1,-1,-,-,-,-,-,BI_GG_GEEN,ORZ_SPONTAAN,,,,BUIS,,49.50855578370979,58.997946611909654
243,243,125,B,-,2010-01-18 00:00:00,-,MAT_AC,-,-,1977-01-01,,125.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_RONDBR,-,ORZ_SPONTAAN,,,,BUIS,,33.045859000684466,42.997946611909654
244,244,415,A,-,2010-03-04 00:00:00,-,MAT_AC,TYP_NTRV_STEEK,-,1967-01-01,,200.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHEUR,-,ORZ_SPONTAAN,ORZ_SPON1_UITWBEL,,,VERB,,43.17043121149897,52.99931553730322
245,245,578,B,-,2010-03-31 00:00:00,-,MAT_AC,-,-,1964-01-01,15,100.0,BOM_NEE,-,-1,BU_AC_TEBIT,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,ORZ_SPON2_AANT,,BUIS,,46.24503764544832,56.0
248,248,1094,A,-,2010-06-17 00:00:00,-,MAT_AC,-,-,1968-01-01,onbekend,125.0,BOM_NEE,-,-1,BU_AC_GEEN,-1,-1,-,-,-,-,BUIS_SCHERF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,BUIS,,42.458590006844624,52.0
252,252,456,A,-,2010-03-12 00:00:00,-,MAT_PE,TYP_AND,-,1979-01-01,,160.0,BOM_NEE,-,-1,-,-1,-1,-,-,-,-,VERB_SCHUIF,-,ORZ_SPONTAAN,ORZ_SPON1_AANT,,,VERB,,31.19233401779603,40.99931553730322
